"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
186,669711,"Weissert, Greg",186,100,0.146,0.098,0.172,0.244,0.245,0.265,0.164,6,41,83.9,16.8,2350,89,88.51,15,76,110,-0.5,6.11,106,150,117,148,296,328,290
182,650382,"Hernandez, Darwinzon",182,100,0.424,0.394,0.5,0.818,0.569,0.454,0.315,14,33,91.2,16.1,2473,89.6,90.06,28,84,98,0.5,6.8,111,151,120,149,296,328,296
181,678692,"Henriquez, Ronny",181,100,0.178,0.178,0.2,0.356,0.272,0.272,0.191,8,45,88.6,8,2245,88.3,88.82,21,86,95,0.5,6.47,115,155,120,150,290,317,290
179,656954,"Sheffield, Justus",179,100,0.209,0.07,0.222,0.279,0.274,0.354,0.295,9,43,91.7,1.9,2114,87.3,86.76,11,74,105,-0.5,5.91,107,152,118,147,295,317,284
177,681799,"Roberts, Ethan",177,100,0.323,0.419,0.368,0.742,0.494,0.434,0.301,10,31,89.1,13.7,2722,89.8,89.85,16,87,90,0.10000000000000853,6.26,111,151,123,154,299,321,295
174,592454,"Kahnle, Tommy",174,100,0.128,0.154,0.125,0.282,0.24,0.242,0.155,5,39,80.7,-8,1515,91.1,91.71,30,96,78,0.6000000000000085,6.59,112,154,116,148,294,317,296
174,573668,"Minaya, Juan",174,100,0.216,0.027,0.308,0.243,0.29,0.278,0.183,8,37,88.7,4.5,1983,90.6,91.19,24,80,94,0.6000000000000085,6.59,111,157,119,149,299,329,289
173,667465,"Fletcher, Aaron",173,100,0.233,0.186,0.216,0.419,0.324,0.357,0.252,10,43,90.8,12.4,2062,83.8,82.75,23,79,94,-1,5.79,109,152,126,148,306,324,306
171,683769,"Gaddis, Hunter",171,100,0.405,0.649,0.32,1.054,0.619,0.486,0.327,15,37,92,22,2172,87.8,88.67,17,85,86,0.9000000000000057,6.86,112,158,125,150,293,310,289
171,670288,"Fishman, Jake",171,100,0.289,0.111,0.333,0.4,0.324,0.316,0.284,13,45,89.2,7.4,2109,82.8,82.5,11,85,86,-0.29999999999999716,6.3,107,150,116,149,294,312,290
169,663554,"Mize, Casey",169,100,0.302,0.233,0.316,0.535,0.369,0.37,0.284,13,43,90.7,15.5,1845,89,89.94,9,76,93,0.9000000000000057,6.98,103,152,115,145,301,324,292
165,681885,"Lee, Evan",165,100,0.257,0.086,0.296,0.343,0.341,0.379,0.276,9,35,89,16.9,2500,86.4,85.84,12,62,103,-0.6000000000000085,5.93,114,157,119,147,302,326,300
165,675540,"Curry, Xzavion",165,100,0.325,0.125,0.333,0.45,0.389,0.387,0.327,13,40,87.7,19.3,2266,88.6,88.49,17,67,98,-0.09999999999999432,6.16,106,155,115,148,288,313,291
164,663531,"Allen, Logan",164,100,0.353,0.176,0.444,0.529,0.424,0.38,0.284,12,34,89.7,14.6,2117,85.4,84.72,15,66,98,-0.7000000000000028,5.91,104,149,116,147,303,322,298
163,672911,"Cruz, Jesús",163,100,0.235,0.294,0.2,0.529,0.371,0.362,0.246,8,34,91,20.6,2281,91.7,91.31,21,82,81,-0.4000000000000057,6.05,114,154,130,148,298,330,304
160,641394,"Brentz, Jake",160,100,0.423,0.192,0.625,0.615,0.521,0.467,0.351,11,26,85.7,13.2,2206,91.9,92.74,16,51,109,0.7999999999999972,6.67,103,147,113,141,299,320,300
159,663947,"Holton, Tyler",159,100,0.222,0.111,0.241,0.333,0.275,0.293,0.24,8,36,86.6,21.5,2067,85.5,86.03,24,81,78,0.5,6.65,110,152,120,148,300,319,297
159,672582,"Zerpa, Angel",159,100,0.22,0.146,0.194,0.366,0.282,0.408,0.329,9,41,91.5,11.2,2128,90.3,89.08,7,68,91,-1.2000000000000028,5.53,111,157,119,149,306,324,297
159,676083,"Junk, Janson",159,100,0.294,0.147,0.409,0.441,0.347,0.281,0.22,10,34,88.5,-0.1,2293,86.8,86.84,13,73,86,0,6.33,111,151,112,153,293,323,296
157,643230,"Brault, Steven",157,100,0.242,0.152,0.32,0.394,0.336,0.264,0.164,8,33,92.9,11,2084,87.9,89.08,19,64,93,1.1999999999999886,7.11,108,149,105,153,292,315,292
157,676660,"Solomon, Jared",157,100,0.242,0.303,0.238,0.545,0.389,0.251,0.158,8,33,90.9,22.7,2306,90.8,90.26,21,71,86,-0.5,5.95,118,152,124,148,291,318,291
156,656578,"Jackson, Andre",156,100,0.243,0.081,0.321,0.324,0.288,0.285,0.22,9,37,87.3,13.2,1952,88.8,89.13,22,84,72,0.29999999999999716,6.44,107,153,119,143,301,311,292
154,605156,"Brooks, Aaron",154,100,0.275,0.325,0.267,0.6,0.393,0.456,0.336,11,40,91.1,7.9,2091,89,88.67,14,72,82,-0.29999999999999716,6.21,114,157,121,148,295,319,297
154,621079,"Wiles, Collin",154,100,0.289,0.184,0.357,0.474,0.353,0.297,0.246,11,38,87.4,4.6,2189,86.2,86.88,22,75,79,0.7000000000000028,6.75,106,146,121,146,306,329,299
153,607755,"Vasquez, Andrew",153,100,0.188,0.094,0.238,0.281,0.292,0.335,0.225,6,32,89.5,6.2,2461,82.6,81.99,15,51,102,-0.5999999999999943,6.19,109,151,124,149,294,316,296
152,669935,"Alexy, A.J.",152,100,0.345,0.172,0.409,0.517,0.447,0.422,0.313,10,29,92.6,2.3,2190,89.4,89.46,9,49,103,0.09999999999999432,6.46,111,153,116,147,285,312,293
152,593643,"Alberto, Hanser",152,100,0.238,0.19,0.2,0.429,0.314,0.334,0.254,10,42,90.4,26.5,1493,64.7,63.19,2,73,79,-1.5,4.76,120,158,135,150,305,317,300
